Season,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
2021,"Benjamin Cowles","NYY","A",21,32,97,114,23,12,7,0,4,12,23,12,0,42,4,1,0,1,1,1,0.237113402,"sa3016976"
2022,"Benjamin Cowles","NYY","A",22,70,225,263,65,39,16,3,7,36,33,31,0,72,6,1,0,5,14,5,0.288888888,"sa3016976"
2021,"Aaron McKeithan","STL","A",21,22,65,76,10,8,2,0,0,9,4,6,0,17,4,1,0,1,0,0,0.153846153,"sa3016977"
2022,"Aaron McKeithan","STL","A",22,59,194,232,55,40,10,1,4,23,23,27,0,44,9,2,0,3,1,0,0.283505154,"sa3016977"
2021,"Ryan Holgate","STL","A",21,30,114,129,22,17,2,0,3,15,14,13,0,46,1,1,0,0,0,0,0.192982456,"sa3016998"
2022,"Ryan Holgate","STL","A",22,21,73,74,16,12,3,1,0,6,5,1,0,26,0,0,0,3,2,0,0.219178082,"sa3016998"
2021,"Thomas Francisco","STL","A",22,23,81,94,27,18,7,0,2,11,11,8,0,16,4,1,0,1,1,0,0.333333333,"sa3016999"
2022,"Thomas Francisco","STL","A",23,45,169,197,45,31,9,0,5,19,31,24,1,27,1,3,0,3,0,0,0.266272189,"sa3016999"
2022,"Wade Stauss","STL","A",23,29,87,108,17,14,2,0,1,4,5,10,0,45,9,0,2,0,0,0,0.195402298,"sa3017000"
2021,"Noah Mendlinger","STL","A",20,29,80,100,22,16,5,1,0,12,5,18,0,14,2,0,0,5,0,2,0.275,"sa3017001"
2021,"Jacob Teter","BAL","A",22,24,95,112,30,17,10,0,3,17,20,16,0,26,1,0,0,1,0,0,0.315789473,"sa3017016"
2022,"Jack Rogers","CIN","A",23,72,253,283,72,40,17,5,10,42,43,25,0,104,4,1,0,4,4,2,0.28458498,"sa3017017"
2021,"Billy Cook","BAL","A",22,22,93,103,24,12,6,0,6,17,25,8,0,33,2,0,0,0,7,1,0.258064516,"sa3017021"
2022,"Joshua Baez","STL","A",19,20,63,79,18,9,5,1,3,11,16,11,0,30,4,1,0,0,4,3,0.285714285,"sa3017022"
2023,"Joshua Baez","STL","A",20,91,298,358,65,34,20,4,7,54,36,45,1,122,12,3,0,8,30,2,0.218120805,"sa3017022"
2021,"Chad Stevens","HOU","A",22,34,116,130,17,11,4,1,1,12,12,12,0,53,2,0,0,4,3,2,0.146551724,"sa3017040"
2021,"Adam Hackenberg","CHW","A",21,21,81,86,28,22,4,1,1,8,11,4,0,16,1,0,0,2,0,0,0.345679012,"sa3017041"
2021,"Alex Binelas","MIL","A",21,29,118,132,37,17,11,0,9,29,27,12,0,33,1,1,0,5,0,0,0.313559322,"sa3017044"
2021,"Wes Clarke","MIL","A",21,21,68,95,14,7,3,0,4,13,19,21,0,21,4,2,0,2,0,1,0.205882352,"sa3017045"
2021,"Zack Raabe","MIL","A",21,17,55,68,14,14,0,0,0,12,6,11,0,17,1,1,0,1,0,1,0.254545454,"sa3017046"
2022,"Zack Raabe","MIL","A",22,76,250,308,57,43,14,0,0,39,26,51,0,53,4,3,0,5,7,0,0.228,"sa3017046"
2021,"Michael Sandle","HOU","A",22,35,143,157,41,21,10,4,6,30,22,10,0,36,4,0,0,3,9,1,0.286713286,"sa3017048"
2021,"Ethan Murray","MIL","A",21,28,112,132,26,18,3,2,3,19,14,17,0,29,2,1,0,3,3,1,0.232142857,"sa3017051"
2021,"Kobe Kato","HOU","A",22,32,91,116,22,17,3,0,2,15,14,24,0,16,1,0,0,2,3,3,0.241758241,"sa3017052"
2021,"Ruben Ibarra","CIN","A",22,27,82,106,16,12,3,0,1,9,8,16,0,29,6,2,0,2,0,0,0.195121951,"sa3017053"
2022,"Ruben Ibarra","CIN","A",23,42,140,164,40,26,7,0,7,21,26,17,2,42,5,2,0,1,2,1,0.285714285,"sa3017053"
2021,"Christian Robinson","ATL","A",21,35,130,138,34,27,4,2,1,13,22,7,0,40,1,0,0,1,3,1,0.261538461,"sa3017074"
2021,"Justin Williams","HOU","A",21,36,127,145,27,15,7,0,5,18,16,15,0,51,3,0,0,1,4,4,0.212598425,"sa3017076"
2022,"Justin Williams","HOU","A",22,43,160,181,39,28,8,0,3,20,20,17,0,55,2,2,0,4,0,1,0.24375,"sa3017076"
2022,"Drake Osborn","NYM","A",23,28,86,100,19,12,4,0,3,11,16,9,0,15,2,3,0,0,1,0,0.220930232,"sa3017077"
2021,"Riley Tirotta","TOR","A",22,30,95,119,29,24,3,1,1,16,13,19,0,25,3,2,0,2,4,2,0.305263157,"sa3017078"
2021,"Will Wagner","HOU","A",22,31,117,134,35,24,8,1,2,22,14,16,0,33,1,0,0,4,5,0,0.299145299,"sa3017079"
2021,"Cal Conley","ATL","A",21,35,140,161,30,22,5,1,2,21,9,14,0,33,5,2,0,2,8,3,0.214285714,"sa3017080"
2022,"Cal Conley","ATL","A",22,75,309,349,76,50,10,6,10,62,40,25,0,59,5,6,4,4,23,7,0.245954692,"sa3017080"
2021,"Justin Guerrera","NYM","A",21,19,66,76,14,8,2,1,3,12,5,8,0,22,1,1,0,1,2,0,0.212121212,"sa3017082"
2022,"Justin Guerrera","NYM","A",22,82,275,324,55,34,9,1,11,36,40,41,0,120,7,1,0,3,5,4,0.2,"sa3017082"
2023,"Cam Williams","LAA","A",25,24,73,80,18,5,4,2,7,16,16,6,1,25,0,1,0,2,4,0,0.246575342,"sa3017107"
2022,"Hayden Jones","CIN","A",22,72,243,266,59,38,12,0,9,31,31,19,0,77,3,1,0,5,2,2,0.242798353,"sa3017108"
2022,"Tyler Miller","BOS","A",22,114,430,480,94,70,10,1,13,61,59,37,0,130,6,6,1,4,22,2,0.218604651,"sa3017109"
2022,"Phillip Sikes","BOS","A",23,50,159,195,41,14,18,4,5,36,28,28,0,55,7,1,0,1,12,1,0.257861635,"sa3017113"
2022,"Marcelo Mayer","BOS","A",19,66,252,308,72,36,26,1,9,46,40,51,2,78,2,3,0,4,16,0,0.285714285,"sa3017114"
2021,"Shawn Goosenberg","CHW","A",21,23,80,97,17,10,5,1,1,11,5,14,0,33,3,0,0,1,4,1,0.2125,"sa3017116"
2023,"Dayton Dooney","LAD","A",23,81,278,314,53,36,14,2,1,26,31,31,0,113,4,1,0,8,1,0,0.190647482,"sa3017117"
2022,"Dayton Dooney","KCR","A",22,42,149,172,22,13,3,1,5,17,16,21,0,59,1,1,0,2,1,2,0.147651006,"sa3017117"
2022,"River Town","KCR","A",22,81,282,356,70,37,18,3,12,47,45,52,0,64,14,4,4,5,18,3,0.24822695,"sa3017118"
2021,"Bennett Hostetler","MIA","A",23,27,104,111,35,26,6,0,3,17,25,4,0,32,2,1,0,0,0,0,0.336538461,"sa3017120"
2022,"Austin Gauthier","LAD","A",23,84,300,397,86,58,18,4,6,81,49,88,0,81,9,0,0,9,10,1,0.286666666,"sa3017121"
2023,"Wilfredo Lara","NYM","A",19,99,352,409,93,58,18,3,14,54,49,50,0,89,5,2,0,5,17,6,0.264204545,"sa3017123"
2021,"Sam Praytor","MIA","A",22,20,59,75,13,7,6,0,0,5,3,12,0,20,3,1,0,0,0,0,0.220338983,"sa3017151"
2023,"Sam Praytor","MIA","A",24,45,141,158,24,13,7,0,4,19,14,12,0,42,2,1,2,5,1,0,0.170212765,"sa3017151"
2024,"Sam Praytor","MIA","A",25,15,50,57,14,9,4,0,1,4,8,6,0,12,0,0,1,3,0,0,0.28,"sa3017151"
2021,"Donta' Williams","BAL","A",22,21,77,99,22,17,4,1,0,25,9,20,1,16,1,1,0,0,5,1,0.285714285,"sa3017152"
2021,"Robby Martin Jr.","COL","A",21,17,62,70,17,11,5,0,1,10,9,4,0,18,3,1,0,0,3,2,0.274193548,"sa3017155"
2023,"Robby Martin Jr.","COL","A",23,52,181,196,48,30,12,1,5,24,26,14,0,38,0,1,0,6,6,2,0.26519337,"sa3017155"
2021,"Connor Pavolony","BAL","A",21,18,55,74,9,5,3,0,1,10,13,18,0,17,0,1,0,2,2,0,0.163636363,"sa3017156"
2022,"EJ Andrews Jr.","COL","A",21,80,247,281,57,36,15,2,4,41,33,28,0,78,2,3,1,4,9,1,0.23076923,"sa3017157"
2023,"EJ Andrews Jr.","COL","A",22,110,347,404,74,44,13,4,13,59,53,48,0,127,6,3,0,2,11,4,0.213256484,"sa3017157"
2024,"EJ Andrews Jr.","COL","A",23,49,152,180,28,17,5,3,3,16,18,25,0,47,0,3,0,5,5,1,0.184210526,"sa3017157"
2021,"Cody Morissette","MIA","A",21,34,137,159,28,18,8,1,1,22,10,20,0,38,1,1,0,3,0,2,0.204379562,"sa3017158"
2023,"Cody Morissette","MIA","A",23,14,51,59,6,5,0,0,1,5,2,6,0,9,2,0,0,1,1,1,0.117647058,"sa3017158"
2023,"J.C. Masson","TOR","A",20,38,119,144,24,19,4,0,1,13,16,22,0,59,1,2,0,2,0,1,0.201680672,"sa3017159"
2022,"Ben Sems","COL","A",24,60,192,236,47,30,10,2,5,38,32,30,0,64,11,2,1,4,3,1,0.244791666,"sa3017161"
2021,"John Rhodes","BAL","A",20,23,94,105,25,19,4,0,2,20,18,9,0,16,2,0,0,0,6,0,0.265957446,"sa3017162"
2022,"Wyatt Hendrie","PIT","A",23,81,242,280,60,44,9,3,4,32,26,28,0,83,9,1,0,4,6,1,0.247933884,"sa3017163"
2023,"Wyatt Hendrie","PIT","A",24,17,55,67,11,8,2,0,1,9,8,8,0,12,3,1,0,4,2,0,0.2,"sa3017163"
2022,"Braxton Fulford","COL","A",23,104,366,440,98,64,17,2,15,82,53,51,0,92,18,4,1,5,13,2,0.267759562,"sa3017164"
2022,"Zach Kokoska","COL","A",23,92,309,358,77,46,14,4,13,61,40,34,1,73,10,2,3,3,17,2,0.249190938,"sa3017165"
2022,"Juan Gonzalez","TOR","A",21,29,84,103,17,13,3,0,1,8,8,9,0,27,7,3,0,1,0,1,0.202380952,"sa3017166"
2023,"Juan Gonzalez","CHW","A",22,34,108,131,28,21,5,0,2,20,8,15,0,32,7,1,0,2,5,0,0.259259259,"sa3017166"
2024,"Juan Gonzalez","CHW","A",23,21,68,80,13,11,2,0,0,5,5,8,0,26,3,1,0,1,1,2,0.19117647,"sa3017166"
2022,"Cameron Cauley","TEX","A",19,76,287,331,60,44,11,3,2,36,21,38,1,91,3,2,1,4,38,5,0.209059233,"sa3017167"
2023,"Cameron Cauley","TEX","A",20,66,242,275,59,37,12,3,7,43,35,30,0,89,2,1,0,1,22,3,0.243801652,"sa3017167"
2023,"Tyler Collins","ATL","A",20,91,298,344,60,45,14,1,0,38,46,38,1,85,1,6,1,6,33,9,0.201342281,"sa3017168"
2022,"Benny Montgomery","COL","A",19,56,233,264,73,44,20,3,6,48,42,21,0,71,10,0,0,7,9,1,0.313304721,"sa3017169"
2022,"Colson Montgomery","CHW","A",20,45,170,205,55,38,12,1,4,31,26,26,0,42,6,3,0,4,0,1,0.323529411,"sa3017170"
2022,"Ian Moller","TEX","A",19,60,184,235,37,26,6,0,5,29,22,47,0,63,2,2,0,4,18,2,0.201086956,"sa3017171"
2023,"Ian Moller","TEX","A",20,95,326,394,62,42,12,2,6,40,34,63,0,112,3,2,0,6,8,1,0.190184049,"sa3017171"
2022,"Wes Kath","CHW","A",19,99,383,449,91,57,20,1,13,56,42,60,0,148,3,3,0,6,2,0,0.237597911,"sa3017172"
2021,"Garrett Spain","TOR","A",20,17,59,62,10,10,0,0,0,4,5,2,0,17,0,1,0,1,0,2,0.169491525,"sa3017174"
2021,"Collin Burns","BAL","A",21,19,68,80,19,17,2,0,0,14,10,8,0,15,2,2,0,0,4,2,0.279411764,"sa3017176"
2022,"JoJo Blackmon","TEX","A",19,16,50,57,8,4,0,3,1,11,9,6,0,22,0,0,1,0,2,1,0.16,"sa3017177"
2023,"JoJo Blackmon","TEX","A",20,99,332,388,68,41,13,6,8,44,41,48,1,146,6,0,2,1,29,14,0.204819277,"sa3017177"
2024,"JoJo Blackmon","TEX","A",21,39,134,152,23,15,4,0,4,15,15,15,0,65,1,2,0,2,6,2,0.171641791,"sa3017177"
2023,"Jaden Rudd","TOR","A",20,105,328,426,66,48,13,3,2,45,36,71,0,109,22,2,2,2,21,4,0.201219512,"sa3017178"
2022,"Damon Keith","LAD","A",22,88,334,416,100,61,23,4,12,75,65,69,1,95,11,2,0,8,5,3,0.299401197,"sa3017179"
2021,"Reed Trimble","BAL","A",21,16,65,76,11,10,1,0,0,11,6,9,0,21,1,1,0,1,1,0,0.169230769,"sa3017180"
2022,"Reed Trimble","BAL","A",22,31,117,133,34,26,6,0,2,19,18,13,0,28,0,3,0,1,2,0,0.29059829,"sa3017180"
2022,"Trendon Craig","BAL","A",21,59,206,251,54,43,6,3,2,34,33,35,1,72,6,0,0,3,8,7,0.262135922,"sa3017181"
2023,"Trendon Craig","BAL","A",22,39,139,168,42,28,10,1,3,21,21,21,0,36,3,3,0,1,18,3,0.302158273,"sa3017181"
2022,"Caleb Durbin","ATL","A",22,73,273,333,68,45,15,1,7,57,47,42,0,35,13,5,0,3,28,3,0.249084249,"sa3017183"
2023,"Noah Williamson","MIA","A",22,27,78,84,9,4,2,0,3,7,9,6,0,52,0,0,0,1,3,1,0.115384615,"sa3017184"
2021,"Kevin Kendall","NYM","A",22,31,113,133,37,27,7,2,1,22,11,15,0,24,4,1,0,0,8,2,0.327433628,"sa3017212"
2021,"Rowdey Jordan","NYM","A",22,30,109,130,25,20,4,0,1,15,13,18,0,28,0,2,1,1,2,3,0.229357798,"sa3017214"
2021,"Quincy Hamilton","HOU","A",23,33,115,142,30,23,5,0,2,18,20,18,0,28,4,5,0,0,9,2,0.260869565,"sa3017215"
2022,"Quincy Hamilton","HOU","A",24,36,134,160,39,25,8,0,6,22,19,20,0,27,5,1,0,2,8,0,0.291044776,"sa3017215"
2023,"Juan Benjamin","CLE","A",20,98,358,413,97,77,16,1,3,53,44,49,0,81,3,2,1,4,24,10,0.27094972,"sa3017217"
2024,"Juan Benjamin","CLE","A",21,65,233,261,64,50,10,2,2,31,36,23,0,62,3,1,1,7,16,2,0.274678111,"sa3017217"
2022,"Ryan Higgins","BAL","A",22,45,153,177,31,19,8,2,2,25,18,21,0,52,3,0,0,1,4,2,0.202614379,"sa3017220"
2022,"Adam Zebrowski","ATL","A",21,75,265,326,63,36,15,2,10,51,53,54,0,74,4,3,0,7,3,0,0.237735849,"sa3017221"
2022,"Vaun Brown","SFG","A",24,59,228,262,79,46,14,5,14,50,41,25,0,67,8,1,0,2,23,3,0.346491228,"sa3017282"
2021,"CJ Rodriguez","OAK","A",20,22,81,86,13,10,2,0,1,5,4,4,0,13,0,1,0,2,0,0,0.160493827,"sa3017283"
2022,"CJ Rodriguez","OAK","A",21,73,241,295,64,50,11,0,3,32,34,44,0,56,4,6,0,3,0,1,0.265560165,"sa3017283"
2022,"Shane McGuire","OAK","A",23,50,176,216,51,41,7,2,1,20,21,32,0,42,6,2,0,0,4,2,0.289772727,"sa3017284"
2022,"BJ Murray Jr.","CHC","A",22,39,128,161,39,25,11,0,3,31,25,26,0,31,6,1,0,0,0,0,0.3046875,"sa3017287"
2022,"Jared Dupere","SFG","A",23,32,128,143,37,22,4,1,10,26,29,14,0,40,1,0,0,3,2,0,0.2890625,"sa3017288"
2022,"Liam Spence","CHC","A",24,41,120,149,25,19,3,0,3,23,21,23,0,34,1,3,2,2,3,0,0.208333333,"sa3017289"
2022,"Max Muncy","OAK","A",19,81,304,365,70,37,16,1,16,50,51,51,0,109,7,2,1,7,6,5,0.230263157,"sa3017290"
2021,"Peter Matt","CHC","A",23,16,54,62,10,8,2,0,0,3,4,8,0,16,0,0,0,0,2,0,0.185185185,"sa3017291"
2022,"Peter Matt","CHC","A",24,20,74,83,17,13,2,0,2,8,11,7,0,23,0,2,0,1,0,0,0.229729729,"sa3017291"
2023,"Jordan McCants","MIA","A",21,111,426,483,96,78,12,4,2,66,35,48,0,131,2,4,3,1,36,4,0.225352112,"sa3017294"
2024,"Jordan McCants","MIA","A",22,84,316,353,67,49,10,5,3,38,18,30,0,101,2,3,2,3,25,8,0.212025316,"sa3017294"
2022,"James Triantos","CHC","A",19,113,456,504,124,92,19,6,7,74,50,39,0,81,6,3,0,16,20,3,0.271929824,"sa3017295"
2021,"Elijah Cabell","STL","A",22,19,61,71,15,9,2,1,3,6,8,7,0,29,3,0,0,1,0,0,0.245901639,"sa3017323"
2022,"Elijah Cabell","STL","A",23,56,167,216,27,14,5,0,8,24,27,40,0,98,7,2,0,6,1,0,0.161676646,"sa3017323"
2021,"Nick Brueser","OAK","A",22,16,62,68,7,6,0,0,1,5,4,5,0,28,1,0,0,2,0,0,0.112903225,"sa3017324"
2022,"Nick Brueser","OAK","A",23,56,187,225,30,18,6,0,6,17,19,30,0,88,6,1,1,5,1,1,0.160427807,"sa3017324"
2022,"Kier Meredith","BOS","A",22,65,185,234,49,41,6,1,1,35,22,35,0,35,13,1,0,1,25,0,0.264864864,"sa3017325"
2022,"Damiano Palmegiani","TOR","A",22,56,195,228,50,24,14,1,11,30,37,23,0,47,7,3,0,4,2,0,0.256410256,"sa3017326"
2023,"Mike Peabody","LAA","A",24,69,239,273,55,38,8,3,6,38,32,20,1,69,11,1,2,2,10,2,0.230125523,"sa3017327"
2021,"Ethan Wilson","PHI","A",21,30,107,117,23,14,4,2,3,15,17,10,0,25,0,0,0,2,2,2,0.214953271,"sa3017329"
2021,"T.J. Rumfield","PHI","A",21,27,76,101,19,18,1,0,0,13,7,21,0,11,3,1,0,0,0,0,0.25,"sa3017330"
2022,"Dru Baker","TBR","A",22,25,97,115,35,28,2,2,3,20,23,16,0,21,2,0,0,1,17,3,0.360824742,"sa3017331"
2022,"Braiden Ward","COL","A",23,39,120,150,44,33,6,1,4,33,19,13,0,25,16,1,0,0,26,0,0.366666666,"sa3017332"
2022,"Luke Brown","PIT","A",23,33,94,117,22,19,2,0,1,20,16,18,0,28,4,1,0,1,5,1,0.234042553,"sa3017333"
2022,"Niko Kavadas","BOS","A",23,59,192,254,55,22,18,1,14,35,48,54,0,70,6,2,0,1,1,1,0.286458333,"sa3017337"
2022,"Carter Jensen","KCR","A",18,113,393,485,89,52,24,2,11,66,50,83,1,103,4,5,0,6,8,6,0.226463104,"sa3017339"
2022,"Daniel McElveny","BOS","A",19,22,72,98,12,6,6,0,0,13,10,21,0,29,2,3,0,1,0,1,0.166666666,"sa3017340"
2024,"Daniel McElveny","BOS","A",21,38,119,149,22,20,1,0,1,19,7,25,0,40,5,0,0,2,2,2,0.184873949,"sa3017340"
2021,"Freylin Minyety","PHI","A",21,28,84,104,24,20,1,0,3,17,13,14,0,23,6,0,0,3,3,2,0.285714285,"sa3017341"
2023,"Freylin Minyety","PHI","A",23,28,87,101,27,23,4,0,0,10,14,9,0,10,1,2,1,0,4,1,0.310344827,"sa3017341"
2021,"Jared Carr","PHI","A",22,32,101,123,28,19,4,1,4,18,17,17,0,32,3,2,0,1,7,3,0.277227722,"sa3017343"
2021,"Josh Crouch","DET","A",22,24,87,97,20,16,1,1,2,12,16,5,0,31,0,4,1,0,0,0,0.229885057,"sa3017370"
2021,"JT Schwartz","NYM","A",21,25,82,100,16,11,5,0,0,9,8,13,0,12,3,2,0,2,2,0,0.195121951,"sa3017371"
2021,"Paul McIntosh","MIA","A",23,23,75,94,19,5,6,2,6,14,20,15,0,20,3,1,0,1,0,0,0.253333333,"sa3017372"
2022,"Kyler Castillo","MIA","A",24,24,70,91,24,19,3,1,1,12,9,16,0,13,5,0,0,2,1,1,0.342857142,"sa3017373"
2022,"Joe Mack","MIA","A",19,35,121,152,28,20,4,1,3,18,12,29,0,40,1,1,0,3,0,0,0.231404958,"sa3017374"
2022,"Tyler Whitaker","HOU","A",19,122,460,515,86,53,19,3,11,48,54,41,0,180,10,4,0,11,16,4,0.186956521,"sa3017376"
2023,"Tyler Whitaker","HOU","A",20,57,199,249,47,37,6,1,3,30,24,38,0,71,9,3,0,6,14,4,0.236180904,"sa3017376"
2021,"Jack Winkler","OAK","A",22,15,61,68,9,6,3,0,0,8,2,5,0,14,2,0,0,0,2,2,0.147540983,"sa3017393"
2021,"Justice Thompson","CIN","A",20,21,69,83,15,11,2,0,2,6,9,13,0,23,0,0,1,1,1,0,0.217391304,"sa3017395"
2021,"Jose Torres","CIN","A",21,25,95,107,32,21,4,3,4,15,17,8,0,17,1,3,0,2,6,2,0.336842105,"sa3017396"
2022,"Brenden Dixon","PIT","A",21,89,289,347,60,38,12,2,8,46,36,53,1,104,4,1,0,7,6,1,0.207612456,"sa3017397"
2022,"Nathan Hickey","BOS","A",22,41,140,182,38,19,12,0,7,31,39,39,1,39,1,2,0,3,0,1,0.271428571,"sa3017398"
2022,"Mariano Ricciardi","OAK","A",24,52,158,186,38,32,5,0,1,23,11,26,0,40,0,1,1,5,2,5,0.240506329,"sa3017399"
2022,"Liam Hicks","TEX","A",23,30,88,120,24,16,6,0,2,11,17,26,0,11,2,4,0,1,5,1,0.272727272,"sa3017400"
2022,"Mike Jarvis","PIT","A",24,58,182,200,42,27,9,3,3,21,18,14,0,42,4,0,0,2,12,4,0.23076923,"sa3017401"
2021,"Jack-Thomas Wold","NYM","A",21,25,86,92,24,16,4,2,2,12,13,5,0,17,0,1,0,1,0,0,0.279069767,"sa3017402"
2022,"Jack-Thomas Wold","NYM","A",22,61,227,248,46,27,12,1,6,29,29,19,0,50,2,0,0,4,2,1,0.202643171,"sa3017402"
2022,"Jay Allen II","CIN","A",19,73,241,299,54,36,13,2,3,48,21,40,0,73,12,2,4,1,31,6,0.22406639,"sa3017403"
2023,"Brennon McNair","KCR","A",20,70,215,256,41,28,6,5,2,24,15,35,0,98,4,1,1,4,19,2,0.190697674,"sa3017405"
2024,"Brennon McNair","KCR","A",21,61,187,223,38,19,12,2,5,31,20,27,0,77,5,1,3,1,5,6,0.203208556,"sa3017405"
2022,"Austin Callahan","CIN","A",21,59,203,230,52,31,15,1,5,30,22,21,0,49,2,4,0,3,5,2,0.256157635,"sa3017407"
2022,"Denzel Clarke","OAK","A",22,42,156,193,46,23,14,2,7,37,26,28,0,56,7,2,0,2,14,2,0.294871794,"sa3017426"
2022,"Bubba Chandler","PIT","A",19,32,76,88,14,9,3,1,1,8,8,11,0,35,0,1,0,3,3,0,0.184210526,"sa3017428"
2023,"Jordan Viars","PHI","A",19,83,280,327,60,37,16,1,6,43,29,27,0,88,15,2,3,3,6,3,0.214285714,"sa3017429"
2024,"Jordan Viars","PHI","A",20,64,226,265,57,29,14,2,12,39,39,30,1,81,7,2,0,2,2,3,0.252212389,"sa3017429"
2022,"Anthony Quirion","PHI","A",24,34,117,141,25,15,4,0,6,13,16,14,0,44,10,0,0,0,3,1,0.213675213,"sa3017477"
2021,"Jackson Glenn","PIT","A",23,28,101,124,34,21,12,1,0,22,14,22,0,21,0,1,0,1,1,1,0.336633663,"sa3017478"
2023,"Carlos Colmenarez","TBR","A",19,83,283,346,57,41,9,1,6,42,28,52,0,132,10,1,0,4,10,11,0.201413427,"sa3017480"
2024,"Carlos Colmenarez","TBR","A",20,70,227,282,42,34,5,2,1,28,29,45,0,90,5,2,1,0,15,6,0.185022026,"sa3017480"
2024,"Jakey Josepha","ARI","A",20,21,70,81,8,7,1,0,0,10,3,8,0,34,1,0,2,0,1,0,0.114285714,"sa3017481"
2021,"Christian Franklin","CHC","A",21,20,65,87,13,9,3,0,1,13,5,17,0,23,5,0,0,1,1,4,0.2,"sa3017510"
2022,"Tucker Mitchell","TEX","A",21,43,135,163,25,16,4,1,4,16,17,20,0,52,8,0,0,4,8,2,0.185185185,"sa3017511"
2023,"Tucker Mitchell","TEX","A",22,24,80,100,27,19,6,0,2,18,15,12,0,23,7,1,0,1,3,1,0.3375,"sa3017511"
2022,"Noah Miller","MIN","A",19,108,383,469,81,63,12,4,2,62,24,76,0,110,6,4,0,2,23,7,0.21148825,"sa3017512"
2022,"Kahlil Watson","MIA","A",19,83,324,358,75,45,16,5,9,50,44,27,0,127,4,3,0,4,16,3,0.231481481,"sa3017513"
2022,"Steven Williams","WSN","A",23,50,172,207,41,32,7,0,2,24,22,32,1,44,2,1,0,4,2,0,0.238372093,"sa3017553"
2021,"Darren Baker","WSN","A",22,18,66,74,21,17,3,1,0,3,5,4,0,9,0,1,3,0,2,2,0.318181818,"sa3017554"
2022,"Will Frizzell","WSN","A",23,34,138,155,52,30,11,0,11,28,44,13,0,35,1,3,0,1,0,0,0.376811594,"sa3017555"
2021,"Patrick Winkel","MIN","A",21,21,70,84,17,11,5,0,1,7,11,13,0,22,1,0,0,1,0,0,0.242857142,"sa3017556"
2021,"Jaden Fein","WSN","A",20,22,73,82,11,7,3,0,1,7,4,5,0,28,3,1,0,1,1,1,0.150684931,"sa3017557"
2021,"Branden Boissiere","WSN","A",21,25,85,98,17,11,5,0,1,9,12,10,0,25,2,0,0,1,1,0,0.2,"sa3017558"
2022,"Branden Boissiere","WSN","A",22,100,361,435,89,68,14,2,5,57,64,66,0,109,4,4,0,3,3,0,0.246537396,"sa3017558"
2023,"Branden Boissiere","WSN","A",23,57,176,212,40,25,9,1,5,25,29,31,0,41,1,4,0,2,2,0,0.227272727,"sa3017558"
2024,"Braylon Bishop","PIT","A",21,35,109,126,24,12,7,1,4,18,14,15,0,45,2,0,0,0,10,1,0.220183486,"sa3017559"
2021,"Kyler Fedko","MIN","A",21,23,68,81,16,14,2,0,0,11,8,11,0,19,1,1,0,1,2,0,0.235294117,"sa3017561"
2022,"Kyler Fedko","MIN","A",22,26,88,109,28,20,5,1,2,19,16,17,0,22,1,3,0,2,4,1,0.318181818,"sa3017561"
2022,"Creed Willems","BAL","A",19,68,221,246,42,25,9,4,4,21,23,14,0,68,9,2,0,5,0,0,0.190045248,"sa3017562"
2023,"Creed Willems","BAL","A",20,30,96,120,29,15,6,0,8,20,28,20,0,29,4,0,0,2,2,0,0.302083333,"sa3017562"
2022,"Justin Farmer","SDP","A",23,109,384,487,86,54,19,2,11,88,45,95,0,126,4,3,1,7,38,6,0.223958333,"sa3017622"
2022,"Noah Cardenas","MIN","A",22,99,310,401,81,53,18,1,9,42,43,73,1,70,15,3,0,10,11,5,0.261290322,"sa3017624"
2022,"Edwin Arroyo","CIN","A",18,27,97,109,22,12,6,3,1,16,16,9,0,31,2,1,0,3,4,2,0.226804123,"sa3017626"
2022,"Edwin Arroyo","SEA","A",18,87,364,410,115,76,19,7,13,76,67,35,0,90,8,3,0,5,21,4,0.315934065,"sa3017626"
2022,"Harry Ford","SEA","A",19,104,390,499,107,69,23,4,11,89,65,88,0,115,17,4,0,7,23,5,0.274358974,"sa3017627"
2023,"Lonnie White Jr.","PIT","A",20,44,162,200,42,22,11,1,8,36,30,32,0,56,5,1,0,3,12,1,0.259259259,"sa3017628"
2023,"Kay-Lan Nicasia","MIL","A",21,90,287,342,62,39,13,4,6,53,37,47,0,105,3,5,0,6,27,7,0.216027874,"sa3017629"
2024,"Kay-Lan Nicasia","MIL","A",22,29,97,112,22,11,6,1,4,15,12,12,0,31,1,2,0,2,10,1,0.226804123,"sa3017629"
2023,"Anthony Vilar","SDP","A",24,44,133,179,28,15,8,1,4,23,19,43,0,53,1,1,1,2,2,2,0.210526315,"sa3017660"
2022,"Logan Cerny","HOU","A",22,86,316,372,80,45,16,4,15,59,54,47,0,110,7,2,0,1,35,7,0.253164556,"sa3017661"
2023,"Javier Bolivar","STL","A",20,22,56,67,7,5,1,0,1,4,3,9,0,34,1,0,1,0,0,0,0.125,"sa3017663"
2022,"Kenny Piper","TBR","A",23,44,141,177,29,18,5,1,5,23,21,31,0,40,3,1,1,2,6,1,0.205673758,"sa3017664"
